jumlah_kk,jumlah_pen,kepadatan_,nama_kab_s,nama_kec_s,nama_prop_
11990,35955,225.28,PANDEGLANG,CIMANGGU,BANTEN
8537,26144,229.43,PANDEGLANG,CIBALIUNG,BANTEN
15724,47145,225.05,PANDEGLANG,CIKEUSIK,BANTEN
9904,31031,175.56,PANDEGLANG,CIGEULIS,BANTEN
15029,46592,459.58,PANDEGLANG,PANIMBANG,BANTEN
8927,26852,294.79,PANDEGLANG,ANGSANA,BANTEN
7247,22748,284.88,PANDEGLANG,MUNJUL,BANTEN
10890,33819,794.99,PANDEGLANG,PAGELARAN,BANTEN
10314,32247,679.74,PANDEGLANG,BOJONG,BANTEN
10439,34076,626.4,PANDEGLANG,PICUNG,BANTEN
15128,50854,3139.14,PANDEGLANG,LABUAN,BANTEN
10790,36245,1603.05,PANDEGLANG,MENES,BANTEN
13243,44265,769.42,PANDEGLANG,SAKETI,BANTEN
8917,29787,1041.87,PANDEGLANG,CIPEUCANG,BANTEN
9793,30863,538.43,PANDEGLANG,JIPUT,BANTEN
14765,50474,594.37,PANDEGLANG,MANDALAWANGI,BANTEN
11982,41653,1598.96,PANDEGLANG,CIMANUK,BANTEN
11336,39531,1066.68,PANDEGLANG,KADUHEJO,BANTEN
9348,32459,1081.25,PANDEGLANG,BANJAR,BANTEN
13111,43338,2639.34,PANDEGLANG,PANDEGLANG,BANTEN
9877,34702,1085.12,PANDEGLANG,CADASARI,BANTEN
7385,23302,753.38,PANDEGLANG,CISATA,BANTEN
8973,27432,559.04,PANDEGLANG,PATIA,BANTEN
10114,34789,1603.18,PANDEGLANG,KARANG TANJUNG,BANTEN
10198,33255,1307.19,PANDEGLANG,CIKEDAL,BANTEN
6255,19663,161.37,PANDEGLANG,CIBITUNG,BANTEN
10157,30037,418.05,PANDEGLANG,CARITA,BANTEN
10679,34292,677.04,PANDEGLANG,SUKARESMI,BANTEN
6399,22107,739.36,PANDEGLANG,MEKARJAYA,BANTEN
7152,22302,350.72,PANDEGLANG,SINDANGRESMI,BANTEN
8303,28747,761.11,PANDEGLANG,PULOSARI,BANTEN
5465,19908,1003.43,PANDEGLANG,KORONCONG,BANTEN
13569,48989,2379.26,PANDEGLANG,MAJASARI,BANTEN
12066,35658,259.5,PANDEGLANG,SOBANG,BANTEN
19599,61941,555.52,LEBAK,MALINGPING,BANTEN
11668,34492,191.9,LEBAK,PANGGARANGAN,BANTEN
13484,41671,285.12,LEBAK,BAYAH,BANTEN
14832,46571,710.9,LEBAK,CIPANAS,BANTEN
9988,33384,403.48,LEBAK,MUNCANG,BANTEN
16171,49659,343.68,LEBAK,LEUWIDAMAR,BANTEN
7347,21417,220.27,LEBAK,BOJONGMANIK,BANTEN
10684,33113,230.96,LEBAK,GUNUNGKENCANA,BANTEN
18955,58114,388.93,LEBAK,BANJARSARI,BANTEN
15304,48656,294.46,LEBAK,CILELES,BANTEN
19523,63678,334.71,LEBAK,CIMARGA,BANTEN
14972,48220,447.81,LEBAK,SAJIRA,BANTEN
15989,52212,656.59,LEBAK,MAJA,BANTEN
38897,123193,1677.01,LEBAK,RANGKASBITUNG,BANTEN
16956,55238,1133.09,LEBAK,WARUNGGUNUNG,BANTEN
9449,28252,260.82,LEBAK,CIJAKU,BANTEN
15401,50155,813.02,LEBAK,CIKULUR,BANTEN
19355,62421,1697.15,LEBAK,CIBADAK,BANTEN
18089,49437,121.64,LEBAK,CIBEBER,BANTEN
10386,30888,317.78,LEBAK,CILOGRANG,BANTEN
16174,49338,421.58,LEBAK,WANASALAM,BANTEN
9580,26844,226.97,LEBAK,SOBANG,BANTEN
9949,31791,336.38,LEBAK,CURUG BITUNG,BANTEN
9999,33856,1157.07,LEBAK,KALANGANYAR,BANTEN
6247,18709,201.5,LEBAK,LEBAKGEDONG,BANTEN
9766,28156,222.52,LEBAK,CIHARA,BANTEN
8695,24717,198.93,LEBAK,CIRINTEN,BANTEN
6218,16135,103.94,LEBAK,CIGEMLONG,BANTEN
34489,104439,3224.42,TANGERANG,BALARAJA,BANTEN
18907,55891,2442.79,TANGERANG,JAYANTI,BANTEN
39912,124420,2220.6,TANGERANG,TIGARAKSA,BANTEN
13386,40574,1383.36,TANGERANG,JAMBE,BANTEN
23345,71714,2104.28,TANGERANG,CISOKA,BANTEN
20940,58128,2040.29,TANGERANG,KRESEK,BANTEN
23749,58033,1256.67,TANGERANG,KRONJO,BANTEN
25274,77567,1803.88,TANGERANG,MAUK,BANTEN
13420,41248,1139.13,TANGERANG,KEMIRI,BANTEN
18674,53886,1894.06,TANGERANG,SUKADIRI,BANTEN
40299,125692,2400.53,TANGERANG,RAJEG,BANTEN
70352,219245,6927.17,TANGERANG,PASAR KEMIS,BANTEN
40477,125948,2448.92,TANGERANG,TELUKNAGA,BANTEN
32668,101278,3144.3,TANGERANG,KOSAMBI,BANTEN
33228,98245,1775.62,TANGERANG,PAKUHAJI,BANTEN
30698,86948,4674.62,TANGERANG,SEPATAN,BANTEN
47728,142339,4601.97,TANGERANG,CURUG,BANTEN
62403,180605,3961.5,TANGERANG,CIKUPA,BANTEN
31053,96162,2610.97,TANGERANG,PANONGAN,BANTEN
31117,97834,2480.58,TANGERANG,LEGOK,BANTEN
25820,82679,1586.93,TANGERANG,PAGEDANGAN,BANTEN
21432,69223,2322.14,TANGERANG,CISAUK,BANTEN
19384,59043,2118.51,TANGERANG,SUKAMULYA,BANTEN
44751,142564,5675.32,TANGERANG,KELAPA DUA,BANTEN
23937,74786,1832.09,TANGERANG,SINDANG JAYA,BANTEN
25408,78218,4056.95,TANGERANG,SEPATAN TIMUR,BANTEN
22901,72983,2185.77,TANGERANG,SOLEAR,BANTEN
16270,45405,1380.51,TANGERANG,GUNUNG KALER,BANTEN
11550,34706,1210.11,TANGERANG,MEKAR BARU,BANTEN
26478,92119,1631.58,SERANG,KRAMATWATU,BANTEN
12469,43352,928.11,SERANG,WARINGINKURUNG,BANTEN
13859,44206,1307.87,SERANG,BOJONEGARA,BANTEN
11749,37022,846.41,SERANG,PULO AMPEL,BANTEN
23149,75183,2062.07,SERANG,CIRUAS,BANTEN
22114,71232,1811.6,SERANG,KRAGILAN,BANTEN
13723,43284,685.09,SERANG,PONTANG,BANTEN
13279,42420,658.9,SERANG,TIRTAYASA,BANTEN
11319,36997,803.58,SERANG,TANARA,BANTEN
29650,96113,1989.09,SERANG,CIKANDE,BANTEN
15914,48423,1573.71,SERANG,KIBIN,BANTEN
11634,35729,1212.39,SERANG,CARENANG,BANTEN
8844,26958,909.51,SERANG,BINUANG,BANTEN
16974,54581,1091.62,SERANG,PETIR,BANTEN
12790,41604,978.92,SERANG,TUNJUNG TEJA,BANTEN
14454,51119,1339.95,SERANG,BAROS,BANTEN
21784,67908,1194.93,SERANG,CIKEUSAL,BANTEN
16172,51837,1120.56,SERANG,PAMARAYAN,BANTEN
14230,49545,1312.1,SERANG,KOPO,BANTEN
16305,53968,1185.33,SERANG,JAWILAN,BANTEN
9865,34897,622.6,SERANG,CIOMAS,BANTEN
9490,34737,894.82,SERANG,PABUARAN,BANTEN
18519,62269,636.24,SERANG,PADARINCANG,BANTEN
16281,53046,852.97,SERANG,ANYAR,BANTEN
16715,54699,446.12,SERANG,CINANGKA,BANTEN
12404,43922,440.9,SERANG,MANCAK,BANTEN
5848,20769,373.54,SERANG,GUNUNG SARI,BANTEN
10334,32804,1243.52,SERANG,BANDUNG,BANTEN
10923,34260,1017.22,SERANG,LEBAK WANGI,BANTEN
47016,142085,9078.91,KOTA TANGERANG,TANGERANG,BANTEN
35551,99340,6827.49,KOTA TANGERANG,JATIUWUNG,BANTEN
28343,86225,9991.31,KOTA TANGERANG,BATUCEPER,BANTEN
23987,74470,2602.94,KOTA TANGERANG,BENDA,BANTEN
60130,186597,1.05,KOTA TANGERANG,CIPONDOH,BANTEN
40097,124396,1.37,KOTA TANGERANG,CILEDUG,BANTEN
58295,172525,1.3,KOTA TANGERANG,KARAWACI,BANTEN
41223,126806,1.09,KOTA TANGERANG,PERIUK,BANTEN
47004,140155,1.54,KOTA TANGERANG,CIBODAS,BANTEN
35018,106717,7123.97,KOTA TANGERANG,NEGLASARI,BANTEN
51440,154810,7072.18,KOTA TANGERANG,PINANG,BANTEN
33043,101665,1.02,KOTA TANGERANG,KARANG TENGAH,BANTEN
45137,135637,1.66,KOTA TANGERANG,LARANGAN,BANTEN
14857,52135,2793.94,KOTA CILEGON,CIBEBER,BANTEN
12889,43599,4937.6,KOTA CILEGON,CILEGON,BANTEN
15090,47443,1827.54,KOTA CILEGON,PULOMERAK,BANTEN
14266,46577,1446.04,KOTA CILEGON,CIWANDAN,BANTEN
18642,62026,5542.98,KOTA CILEGON,JOMBANG,BANTEN
12581,40173,1608.21,KOTA CILEGON,GEROGOL,BANTEN
12423,40072,2220.06,KOTA CILEGON,PURWAKARTA,BANTEN
21422,72401,2824.85,KOTA CILEGON,CITANGKIL,BANTEN
62921,219499,7932.74,KOTA SERANG,SERANG,BANTEN
25935,95105,1410.01,KOTA SERANG,KASEMEN,BANTEN
24670,86701,2398.37,KOTA SERANG,WALANTAKA,BANTEN
14608,53138,1344.24,KOTA SERANG,CURUG,BANTEN
23964,86965,2483.3,KOTA SERANG,CIPOCOK JAYA,BANTEN
24271,88912,1434.06,KOTA SERANG,TAKTAKAN,BANTEN
42556,134023,4635.87,KOTA TANGERANG SELATAN,SERPONG,BANTEN
39638,120429,5383.5,KOTA TANGERANG SELATAN,SERPONG UTARA,BANTEN
80794,263891,8697.79,KOTA TANGERANG SELATAN,PONDOK AREN,BANTEN
58738,192568,9019.58,KOTA TANGERANG SELATAN,CIPUTAT,BANTEN
52224,164291,9041.88,KOTA TANGERANG SELATAN,CIPUTAT TIMUR,BANTEN
92636,294290,1.01,KOTA TANGERANG SELATAN,PAMULANG,BANTEN
22989,74712,4389.66,KOTA TANGERANG SELATAN,SETU,BANTEN
27433,95018,965.53,JEMBRANA,NEGARA,BALI
20273,70447,230.69,JEMBRANA,MENDOYO,BALI
8012,31340,230.12,JEMBRANA,PEKUTATAN,BALI
16693,63320,267.31,JEMBRANA,MELAYA,BALI
18129,63086,685.72,JEMBRANA,JEMBRANA,BALI
6904,22576,356.37,TABANAN,SELEMADEG,BALI
7815,24362,384.14,TABANAN,SALAMADEG TIMUR,BALI
7165,22372,203.6,TABANAN,SALEMADEG BARAT,BALI
13295,41663,864.74,TABANAN,KERAMBITAN,BALI
21879,72689,1636.03,TABANAN,TABANAN,BALI
23564,83159,1456.89,TABANAN,KEDIRI,BALI
13312,44245,952.53,TABANAN,MARGA,BALI
17955,53445,365.54,TABANAN,PENEBEL,BALI
15294,55447,488.22,TABANAN,BATURITI,BALI
12672,46689,257.55,TABANAN,PUPUAN,BALI
13518,53573,2405.61,BADUNG,KUTA,BALI
29246,120246,1415.82,BADUNG,MENGWI,BALI
24693,91305,1363.17,BADUNG,ABIANSEMAL,BALI
8489,30898,328.98,BADUNG,PETANG,BALI
24201,96495,946.68,BADUNG,KUTA SELATAN,BALI
18200,75829,2125.25,BADUNG,KUTA UTARA,BALI
21793,99932,1821.25,GIANYAR,SUKAWATI,BALI
15336,71441,1837.47,GIANYAR,BLAHBATUH,BALI
21497,97624,1893.77,GIANYAR,GIANYAR,BALI
11635,51596,1332.89,GIANYAR,TAMPAKSIRING,BALI
15530,71054,1606.1,GIANYAR,UBUD,BALI
11043,53157,762.22,GIANYAR,TEGALLALANG,BALI
10581,47953,636.49,GIANYAR,PAYANGAN,BALI
14787,60547,282.84,KLUNGKUNG,NUSA PENIDA,BALI
10604,47282,1187.99,KLUNGKUNG,BANJARANGKAN,BALI
16016,64251,2048.17,KLUNGKUNG,KLUNGKUNG,BALI
11020,43772,1162.6,KLUNGKUNG,DAWAN,BALI
14095,48700,951.17,BANGLI,SUSUT,BALI
14728,54423,887.09,BANGLI,BANGLI,BALI
12954,45910,929.16,BANGLI,TEMBUKU,BALI
30886,115912,312.22,BANGLI,KINTAMANI,BALI
11683,43096,384.37,KARANGASEM,RENDANG,BALI
11053,39765,904.16,KARANGASEM,SIDEMEN,BALI
16166,61043,773.38,KARANGASEM,MANGGIS,BALI
31826,107230,1120.01,KARANGASEM,KARANGASEM,BALI
25877,90235,669.9,KARANGASEM,ABANG,BALI
17932,61751,737.68,KARANGASEM,BEBANDEM,BALI
14314,48928,665.69,KARANGASEM,SELAT,BALI
25225,93341,393.28,KARANGASEM,KUBU,BALI
28909,98962,241.36,BULELENG,GEROKGAK,BALI
28083,93983,751.62,BULELENG,SERIRIT,BALI
14880,54868,387.98,BULELENG,BUSUNG BIU,BALI
26521,86903,618.79,BULELENG,BANJAR,BALI
24176,86378,526.86,BULELENG,SUKASADA,BALI
45248,155127,3296.37,BULELENG,BULELENG,BALI
25197,86389,961.05,BULELENG,SAWAN,BALI
20453,70606,580.07,BULELENG,KUBUTAMBAHAN,BALI
23469,81140,774.31,BULELENG,TEJAKULA,BALI
42126,167486,6402.37,KOTA DENPASAR,DENPASAR SELATAN,BALI
31603,119368,2320.53,KOTA DENPASAR,DENPASAR TIMUR,BALI
49469,187773,7916.23,KOTA DENPASAR,DENPASAR BARAT,BALI
42668,163921,5997.84,KOTA DENPASAR,DENPASAR UTARA,BALI
32037,88005,1430.51,LOMBOK BARAT,GERUNG,NUSA TENGGARA BARAT
19694,60764,2755.74,LOMBOK BARAT,KEDIRI,NUSA TENGGARA BARAT
32912,94287,696.26,LOMBOK BARAT,NARMADA,NUSA TENGGARA BARAT
23818,67170,191.39,LOMBOK BARAT,SEKOTONG,NUSA TENGGARA BARAT
23761,70868,2936.93,LOMBOK BARAT,LABUAPI,NUSA TENGGARA BARAT
32227,91946,1067.9,LOMBOK BARAT,GUNUNGSARI,NUSA TENGGARA BARAT
28344,77608,656.86,LOMBOK BARAT,LINGSAR,NUSA TENGGARA BARAT
22221,60618,782.67,LOMBOK BARAT,LEMBAR,NUSA TENGGARA BARAT
19253,55994,1289.0,LOMBOK BARAT,BATU LAYAR,NUSA TENGGARA BARAT
17135,46588,1814.88,LOMBOK BARAT,KURIPAN,NUSA TENGGARA BARAT
39443,122098,2496.89,LOMBOK TENGAH,PRAYA,NUSA TENGGARA BARAT
32122,97278,1389.49,LOMBOK TENGAH,JONGGAT,NUSA TENGGARA BARAT
27544,83610,1584.12,LOMBOK TENGAH,BATUKLIANG,NUSA TENGGARA BARAT
36117,116394,478.3,LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT
26745,84200,513.79,LOMBOK TENGAH,PRAYA BARAT,NUSA TENGGARA BARAT
24986,75004,900.62,LOMBOK TENGAH,PRAYA TIMUR,NUSA TENGGARA BARAT
29491,87260,1200.11,LOMBOK TENGAH,JANAPRIA,NUSA TENGGARA BARAT
25241,77136,1719.1,LOMBOK TENGAH,PRINGGARATA,NUSA TENGGARA BARAT
30989,95284,1588.07,LOMBOK TENGAH,KOPANG,NUSA TENGGARA BARAT
24247,74434,1200.55,LOMBOK TENGAH,PRAYA TENGAH,NUSA TENGGARA BARAT
19532,58239,448.82,LOMBOK TENGAH,PRAYA BARAT DAYA,NUSA TENGGARA BARAT
21116,64418,396.2,LOMBOK TENGAH,BATUKLIANG UTARA,NUSA TENGGARA BARAT
18217,53849,1466.08,LOMBOK TIMUR,KERUAK,NUSA TENGGARA BARAT
21040,60278,2183.99,LOMBOK TIMUR,SAKRA,NUSA TENGGARA BARAT
26697,71747,1670.09,LOMBOK TIMUR,TERARA,NUSA TENGGARA BARAT
26547,72830,1144.95,LOMBOK TIMUR,SIKUR,NUSA TENGGARA BARAT
36719,99719,2742.55,LOMBOK TIMUR,MASBAGIK,NUSA TENGGARA BARAT
13264,36612,2121.21,LOMBOK TIMUR,SUKAMULIA,NUSA TENGGARA BARAT
26816,82159,2842.87,LOMBOK TIMUR,SELONG,NUSA TENGGARA BARAT
33632,99591,858.4,LOMBOK TIMUR,PRINGGABAYA,NUSA TENGGARA BARAT
36929,105975,810.21,LOMBOK TIMUR,AIKMEL,NUSA TENGGARA BARAT
11554,32952,102.02,LOMBOK TIMUR,SAMBELIA,NUSA TENGGARA BARAT
17747,47514,1005.37,LOMBOK TIMUR,MONTONG GADING,NUSA TENGGARA BARAT
21373,60119,748.12,LOMBOK TIMUR,PRINGGASELA,NUSA TENGGARA BARAT
22633,63187,2018.75,LOMBOK TIMUR,SURALAGA,NUSA TENGGARA BARAT
22814,62950,1047.07,LOMBOK TIMUR,WANASABA,NUSA TENGGARA BARAT
7026,20386,109.38,LOMBOK TIMUR,SEMBALUN,NUSA TENGGARA BARAT
18968,53193,425.75,LOMBOK TIMUR,SUWELA,NUSA TENGGARA BARAT
24692,70978,1409.41,LOMBOK TIMUR,LABUHAN HAJI,NUSA TENGGARA BARAT
20294,58614,1417.17,LOMBOK TIMUR,SAKRA TIMUR,NUSA TENGGARA BARAT
23440,68796,2060.38,LOMBOK TIMUR,SAKRA BARAT,NUSA TENGGARA BARAT
23235,68458,416.61,LOMBOK TIMUR,JEROWARU,NUSA TENGGARA BARAT
5397,19617,26.64,SUMBAWA,LUNYUK,NUSA TENGGARA BARAT
8842,31466,188.7,SUMBAWA,ALAS,NUSA TENGGARA BARAT
9726,34034,198.03,SUMBAWA,UTAN,NUSA TENGGARA BARAT
2947,10957,26.51,SUMBAWA,BATU LANTEH,NUSA TENGGARA BARAT
17845,61452,1243.46,SUMBAWA,SUMBAWA,NUSA TENGGARA BARAT
8404,27935,133.78,SUMBAWA,MOYO HILIR,NUSA TENGGARA BARAT
7752,25227,80.99,SUMBAWA,MOYO HULU,NUSA TENGGARA BARAT
1976,6633,11.96,SUMBAWA,ROPANG,NUSA TENGGARA BARAT
6037,20978,89.86,SUMBAWA,LAPE,NUSA TENGGARA BARAT
9834,35022,62.71,SUMBAWA,PLAMPANG,NUSA TENGGARA BARAT
7940,27459,74.03,SUMBAWA,EMPANG,NUSA TENGGARA BARAT
7529,26031,236.8,SUMBAWA,ALAS BARAT,NUSA TENGGARA BARAT
10550,37142,87.14,SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT
3447,12425,127.91,SUMBAWA,LABANGKA,NUSA TENGGARA BARAT
4963,17456,118.96,SUMBAWA,BUER,NUSA TENGGARA BARAT
2571,9142,39.23,SUMBAWA,RHEE,NUSA TENGGARA BARAT
6748,23007,236.58,SUMBAWA,UNTER IWES,NUSA TENGGARA BARAT
3428,11601,132.43,SUMBAWA,MOYO UTARA,NUSA TENGGARA BARAT
3577,12368,36.6,SUMBAWA,MARONGE,NUSA TENGGARA BARAT
5248,19359,43.76,SUMBAWA,TARANO,NUSA TENGGARA BARAT
6241,21953,147.21,SUMBAWA,LOPOK,NUSA TENGGARA BARAT
2326,7966,19.68,SUMBAWA,LENANGGUAR,NUSA TENGGARA BARAT
1508,5639,16.88,SUMBAWA,ORONG TELU,NUSA TENGGARA BARAT
1291,4365,27.34,SUMBAWA,LANTUNG,NUSA TENGGARA BARAT
14688,50164,293.96,DOMPU,DOMPU,NUSA TENGGARA BARAT
5351,18005,91.92,DOMPU,KEMPO,NUSA TENGGARA BARAT
4961,16248,70.12,DOMPU,HU'U,NUSA TENGGARA BARAT
3310,11732,55.4,DOMPU,KILO,NUSA TENGGARA BARAT
15100,50909,162.64,DOMPU,WOJA,NUSA TENGGARA BARAT
8034,27637,34.22,DOMPU,PEKAT,NUSA TENGGARA BARAT
8011,27418,98.52,DOMPU,MANGGALEWA,NUSA TENGGARA BARAT
3716,12682,103.34,DOMPU,PAJO,NUSA TENGGARA BARAT
10815,36690,185.24,BIMA,MONTA,NUSA TENGGARA BARAT
13878,48466,631.89,BIMA,BOLO,NUSA TENGGARA BARAT
13577,48030,387.84,BIMA,WOHA,NUSA TENGGARA BARAT
7348,25249,412.7,BIMA,BELO,NUSA TENGGARA BARAT
5241,18308,116.33,BIMA,WAWO,NUSA TENGGARA BARAT
17041,62975,289.46,BIMA,SAPE,NUSA TENGGARA BARAT
9302,33916,71.44,BIMA,WERA,NUSA TENGGARA BARAT
5387,20708,183.97,BIMA,DONGGO,NUSA TENGGARA BARAT
3905,13742,36.91,BIMA,SANGGAR,NUSA TENGGARA BARAT
6837,22966,129.99,BIMA,AMBALAWI,NUSA TENGGARA BARAT
9666,34960,108.94,BIMA,LANGGUDU,NUSA TENGGARA BARAT
12411,45214,108.95,BIMA,LAMBU,NUSA TENGGARA BARAT
10802,34477,132.45,BIMA,MADAPANGGA,NUSA TENGGARA BARAT
2793,9883,15.49,BIMA,TAMBORA,NUSA TENGGARA BARAT
5339,19426,57.0,BIMA,SOROMANDI,NUSA TENGGARA BARAT
3478,11901,52.09,BIMA,PARADO,NUSA TENGGARA BARAT
1809,6453,112.17,BIMA,LAMBITU,NUSA TENGGARA BARAT
9495,31313,450.35,BIMA,PALIBELO,NUSA TENGGARA BARAT
2807,9844,17.98,SUMBAWA BARAT,JEREWEH,NUSA TENGGARA BARAT
15082,52124,344.8,SUMBAWA BARAT,TALIWANG,NUSA TENGGARA BARAT
5632,18806,165.6,SUMBAWA BARAT,SETELUK,NUSA TENGGARA BARAT
2487,8952,31.45,SUMBAWA BARAT,SEKONGKANG,NUSA TENGGARA BARAT
4620,15511,46.21,SUMBAWA BARAT,BRANG REA,NUSA TENGGARA BARAT
3246,11427,86.4,SUMBAWA BARAT,POTO TANO,NUSA TENGGARA BARAT
1868,6248,31.98,SUMBAWA BARAT,BRANG ENE,NUSA TENGGARA BARAT
3519,12119,345.27,SUMBAWA BARAT,MALUK,NUSA TENGGARA BARAT
16657,51691,375.88,LOMBOK UTARA,TANJUNG,NUSA TENGGARA BARAT
14937,48576,236.9,LOMBOK UTARA,GANGGA,NUSA TENGGARA BARAT
13771,45271,346.9,LOMBOK UTARA,KAYANGAN,NUSA TENGGARA BARAT
15532,50738,180.22,LOMBOK UTARA,BAYAN,NUSA TENGGARA BARAT
11573,37415,501.07,LOMBOK UTARA,PEMENANG,NUSA TENGGARA BARAT
25280,86512,9423.96,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT
22268,76934,7292.32,KOTA MATARAM,MATARAM,NUSA TENGGARA BARAT
20852,69553,8163.5,KOTA MATARAM,CAKRANEGARA,NUSA TENGGARA BARAT
15580,54082,4833.07,KOTA MATARAM,SEKARBELA,NUSA TENGGARA BARAT
20256,67944,6835.41,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT
18906,64481,5294.01,KOTA MATARAM,SANDUBAYA,NUSA TENGGARA BARAT
8773,29231,4093.98,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT
5400,17043,261.24,KOTA BIMA,RASANAE TIMUR,NUSA TENGGARA BARAT
8671,29437,490.86,KOTA BIMA,ASAKOTA,NUSA TENGGARA BARAT
11239,36205,542.88,KOTA BIMA,RABA,NUSA TENGGARA BARAT
8565,29378,1769.76,KOTA BIMA,MPUNDA,NUSA TENGGARA BARAT
1874,7318,60.74,KUPANG,SEMAU,NUSA TENGGARA TIMUR
4355,18220,132.24,KUPANG,KUPANG BARAT,NUSA TENGGARA TIMUR
12050,48473,243.72,KUPANG,KUPANG TIMUR,NUSA TENGGARA TIMUR
3619,16228,68.98,KUPANG,SULAMU,NUSA TENGGARA TIMUR
8798,37713,438.06,KUPANG,KUPANG TENGAH,NUSA TENGGARA TIMUR
4992,18998,132.0,KUPANG,AMARASI,NUSA TENGGARA TIMUR
7870,30484,84.35,KUPANG,FATULEU,NUSA TENGGARA TIMUR
7565,30181,60.91,KUPANG,TAKARI,NUSA TENGGARA TIMUR
3112,13518,46.31,KUPANG,AMFOANG SELATAN,NUSA TENGGARA TIMUR
2547,10791,49.05,KUPANG,AMFOANG UTARA,NUSA TENGGARA TIMUR
3652,14390,113.58,KUPANG,NEKAMESE,NUSA TENGGARA TIMUR
5900,21492,127.32,KUPANG,AMARASI BARAT,NUSA TENGGARA TIMUR
4386,17130,116.99,KUPANG,AMARASI SELATAN,NUSA TENGGARA TIMUR
2652,11273,53.04,KUPANG,AMARASI TIMUR,NUSA TENGGARA TIMUR
2928,12058,60.62,KUPANG,AMABI OEFETO TIMUR,NUSA TENGGARA TIMUR
1627,6969,38.12,KUPANG,AMFOANG BARAT DAYA,NUSA TENGGARA TIMUR
3374,14602,54.03,KUPANG,AMFOANG BARAT LAUT,NUSA TENGGARA TIMUR
1637,6244,55.73,KUPANG,SEMAU SELATAN,NUSA TENGGARA TIMUR
5146,19819,192.14,KUPANG,TAEBENU,NUSA TENGGARA TIMUR
2370,9303,67.08,KUPANG,AMABI OEFETO,NUSA TENGGARA TIMUR
2374,9848,31.0,KUPANG,AMFOANG TIMUR,NUSA TENGGARA TIMUR
3000,12236,26.61,KUPANG,FATULEU BARAT,NUSA TENGGARA TIMUR
1553,6513,43.78,KUPANG,FATULEU TENGAH,NUSA TENGGARA TIMUR
2022,8519,22.0,KUPANG,AMFOANG TENGAH,NUSA TENGGARA TIMUR
8758,40325,1393.4,TIMOR TENGAH SELATAN,KOTA SOE,NUSA TENGGARA TIMUR
3710,16342,107.78,TIMOR TENGAH SELATAN,MOLLO SELATAN,NUSA TENGGARA TIMUR
4773,21563,100.59,TIMOR TENGAH SELATAN,MOLLO UTARA,NUSA TENGGARA TIMUR
3829,15419,100.38,TIMOR TENGAH SELATAN,AMANUBAN TIMUR,NUSA TENGGARA TIMUR
3694,15405,170.48,TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NUSA TENGGARA TIMUR
5218,22502,66.91,TIMOR TENGAH SELATAN,AMANUBAN SELATAN,NUSA TENGGARA TIMUR
5510,24100,204.62,TIMOR TENGAH SELATAN,AMANUBAN BARAT,NUSA TENGGARA TIMUR
4779,19023,223.59,TIMOR TENGAH SELATAN,AMANATUN SELATAN,NUSA TENGGARA TIMUR
4726,17883,164.21,TIMOR TENGAH SELATAN,AMANATUN UTARA,NUSA TENGGARA TIMUR
6180,23612,140.82,TIMOR TENGAH SELATAN,KI'E,NUSA TENGGARA TIMUR
4629,19571,139.04,TIMOR TENGAH SELATAN,KUANFATU,NUSA TENGGARA TIMUR
1772,7152,35.0,TIMOR TENGAH SELATAN,FATUMNASI,NUSA TENGGARA TIMUR
3856,14956,58.07,TIMOR TENGAH SELATAN,POLEN,NUSA TENGGARA TIMUR
3380,13747,130.14,TIMOR TENGAH SELATAN,BATU PUTIH,NUSA TENGGARA TIMUR
2806,10891,111.83,TIMOR TENGAH SELATAN,BOKING,NUSA TENGGARA TIMUR
3414,12822,119.73,TIMOR TENGAH SELATAN,TOIANAS,NUSA TENGGARA TIMUR
3655,14176,199.16,TIMOR TENGAH SELATAN,NUNKOLO,NUSA TENGGARA TIMUR
3189,12543,78.62,TIMOR TENGAH SELATAN,OENINO,NUSA TENGGARA TIMUR
5285,19836,177.01,TIMOR TENGAH SELATAN,KOLBANO,NUSA TENGGARA TIMUR
2983,11532,189.86,TIMOR TENGAH SELATAN,KOT OLIN,NUSA TENGGARA TIMUR
5086,20953,103.7,TIMOR TENGAH SELATAN,KUALIN,NUSA TENGGARA TIMUR
2148,8152,47.91,TIMOR TENGAH SELATAN,MOLLO BARAT,NUSA TENGGARA TIMUR
1047,3625,102.72,TIMOR TENGAH SELATAN,KOK BAUN,NUSA TENGGARA TIMUR
1431,5285,103.42,TIMOR TENGAH SELATAN,NOEBANA,NUSA TENGGARA TIMUR
1786,6739,135.89,TIMOR TENGAH SELATAN,SANTIAN,NUSA TENGGARA TIMUR
2911,11851,62.53,TIMOR TENGAH SELATAN,NOEBEBA,NUSA TENGGARA TIMUR
4037,16678,114.64,TIMOR TENGAH SELATAN,KUATNANA,NUSA TENGGARA TIMUR
1943,7589,159.07,TIMOR TENGAH SELATAN,FAUTMOLO,NUSA TENGGARA TIMUR
1487,5640,83.58,TIMOR TENGAH SELATAN,FATUKOPA,NUSA TENGGARA TIMUR
