jumlah_kk,jumlah_pen,kepadatan_,nama_kab_s,nama_kec_s,nama_prop_
12793,42504,51.5,BANYUASIN,PULAU RIMAU,SUMATERA SELATAN
14622,51623,189.87,BANYUASIN,BETUNG,SUMATERA SELATAN
12036,41768,104.41,BANYUASIN,RAMBUTAN,SUMATERA SELATAN
9418,31804,97.43,BANYUASIN,MUARA PADANG,SUMATERA SELATAN
10659,36539,233.88,BANYUASIN,MUARA TELANG,SUMATERA SELATAN
7823,25777,51.67,BANYUASIN,MAKARTI JAYA,SUMATERA SELATAN
37157,133946,237.79,BANYUASIN,TALANG KELAPA,SUMATERA SELATAN
12923,44479,75.94,BANYUASIN,RANTAU BAYUR,SUMATERA SELATAN
11199,38629,47.56,BANYUASIN,TANJUNG LAGO,SUMATERA SELATAN
10930,37229,47.98,BANYUASIN,MUARA SUGIHAN,SUMATERA SELATAN
9951,34535,113.11,BANYUASIN,AIR SALEK,SUMATERA SELATAN
9132,30338,75.08,BANYUASIN,TUNGKAL ILIR,SUMATERA SELATAN
5126,18024,94.11,BANYUASIN,SUAK TAPEH,SUMATERA SELATAN
9073,30813,129.25,BANYUASIN,SEMBAWA,SUMATERA SELATAN
6901,24074,102.25,BANYUASIN,SUMBER MARGA TELANG,SUMATERA SELATAN
7065,23962,74.11,BANYUASIN,AIR KUMBANG,SUMATERA SELATAN
14685,52152,263.0,OGAN KOMERING ULU TIMUR,MARTAPURA,SUMATERA SELATAN
10760,36615,449.26,OGAN KOMERING ULU TIMUR,BUAY MADANG,SUMATERA SELATAN
14451,49590,739.71,OGAN KOMERING ULU TIMUR,BELITANG,SUMATERA SELATAN
6608,25377,63.22,OGAN KOMERING ULU TIMUR,CEMPAKA,SUMATERA SELATAN
9496,32369,187.09,OGAN KOMERING ULU TIMUR,BUAY PEMUKA PELIUNG,SUMATERA SELATAN
8332,29193,173.04,OGAN KOMERING ULU TIMUR,MADANG SUKU II,SUMATERA SELATAN
9751,34971,142.42,OGAN KOMERING ULU TIMUR,MADANG SUKU I,SUMATERA SELATAN
10996,37647,173.2,OGAN KOMERING ULU TIMUR,SEMENDAWAI SUKU III,SUMATERA SELATAN
11716,40586,200.96,OGAN KOMERING ULU TIMUR,BELITANG II,SUMATERA SELATAN
10178,34447,244.01,OGAN KOMERING ULU TIMUR,BELITANG III,SUMATERA SELATAN
4849,17092,92.77,OGAN KOMERING ULU TIMUR,BUNGA MAYANG,SUMATERA SELATAN
16208,54580,374.22,OGAN KOMERING ULU TIMUR,BUAY MADANG TIMUR,SUMATERA SELATAN
7437,25803,112.88,OGAN KOMERING ULU TIMUR,MADANG SUKU III,SUMATERA SELATAN
5439,21018,71.1,OGAN KOMERING ULU TIMUR,SEMENDAWAI BARAT,SUMATERA SELATAN
9093,32810,235.18,OGAN KOMERING ULU TIMUR,SEMENDAWAI TIMUR,SUMATERA SELATAN
4069,14354,79.9,OGAN KOMERING ULU TIMUR,JAYAPURA,SUMATERA SELATAN
5904,19558,172.48,OGAN KOMERING ULU TIMUR,BELITANG JAYA,SUMATERA SELATAN
11852,42320,382.29,OGAN KOMERING ULU TIMUR,BELITANG MADANG RAYA,SUMATERA SELATAN
5955,21310,578.92,OGAN KOMERING ULU TIMUR,BELITANG MULYA,SUMATERA SELATAN
3276,12018,117.82,OGAN KOMERING ULU TIMUR,BUAY PEMUKA BANGSA RAJA,SUMATERA SELATAN
12549,46078,198.14,OGAN KOMERING ULU SELATAN,MUARA DUA,SUMATERA SELATAN
8487,31393,118.55,OGAN KOMERING ULU SELATAN,PULAU BERINGIN,SUMATERA SELATAN
7368,25578,96.7,OGAN KOMERING ULU SELATAN,BANDING AGUNG,SUMATERA SELATAN
5792,20769,134.25,OGAN KOMERING ULU SELATAN,MUARA DUA KISAM,SUMATERA SELATAN
4671,17449,312.2,OGAN KOMERING ULU SELATAN,SIMPANG,SUMATERA SELATAN
5883,20991,126.14,OGAN KOMERING ULU SELATAN,BUAY SANDANG AJI,SUMATERA SELATAN
3806,13367,98.81,OGAN KOMERING ULU SELATAN,BUAY RUNJUNG,SUMATERA SELATAN
6494,24128,55.81,OGAN KOMERING ULU SELATAN,MEKAKAU ILIR,SUMATERA SELATAN
13045,46594,84.15,OGAN KOMERING ULU SELATAN,BUAY PEMACA,SUMATERA SELATAN
6105,20692,70.93,OGAN KOMERING ULU SELATAN,KISAM TINGGI,SUMATERA SELATAN
2235,7866,191.57,OGAN KOMERING ULU SELATAN,KISAM ILIR,SUMATERA SELATAN
7251,26294,124.34,OGAN KOMERING ULU SELATAN,BUAY PEMATANG RIBU RANAU TENGAH,SUMATERA SELATAN
7371,25890,98.83,OGAN KOMERING ULU SELATAN,WARKUK RANAU SELATAN,SUMATERA SELATAN
4015,14159,147.7,OGAN KOMERING ULU SELATAN,RUNJUNG AGUNG,SUMATERA SELATAN
3073,11396,91.31,OGAN KOMERING ULU SELATAN,SUNGAI ARE,SUMATERA SELATAN
2865,11288,57.48,OGAN KOMERING ULU SELATAN,SINDANG DANAU,SUMATERA SELATAN
4221,15552,58.83,OGAN KOMERING ULU SELATAN,BUANA PEMACA,SUMATERA SELATAN
3543,12311,74.68,OGAN KOMERING ULU SELATAN,TIGA DIHAJI,SUMATERA SELATAN
5104,18508,123.4,OGAN KOMERING ULU SELATAN,BUAY RAWAN,SUMATERA SELATAN
5756,19553,67.39,OGAN ILIR,MUARA KUANG,SUMATERA SELATAN
12973,45514,164.86,OGAN ILIR,TANJUNG BATU,SUMATERA SELATAN
13233,43363,599.27,OGAN ILIR,TANJUNG RAJA,SUMATERA SELATAN
11493,39492,473.64,OGAN ILIR,INDRALAYA,SUMATERA SELATAN
13359,44475,380.19,OGAN ILIR,PEMULUTAN,SUMATERA SELATAN
3509,11396,147.88,OGAN ILIR,RANTAU ALAI,SUMATERA SELATAN
10301,35797,104.26,OGAN ILIR,INDRALAYA UTARA,SUMATERA SELATAN
6609,22587,578.86,OGAN ILIR,INDRALAYA SELATAN,SUMATERA SELATAN
5158,16599,293.37,OGAN ILIR,PEMULUTAN SELATAN,SUMATERA SELATAN
4293,13539,211.35,OGAN ILIR,PEMULUTAN BARAT,SUMATERA SELATAN
5269,17364,350.72,OGAN ILIR,RANTAU PANJANG,SUMATERA SELATAN
7696,26186,862.52,OGAN ILIR,SUNGAI PINANG,SUMATERA SELATAN
3107,10655,374.12,OGAN ILIR,KANDIS,SUMATERA SELATAN
5638,20825,41.94,OGAN ILIR,RAMBANG KUANG,SUMATERA SELATAN
5307,17987,96.84,OGAN ILIR,LUBUK KELIAT,SUMATERA SELATAN
6942,25197,137.7,OGAN ILIR,PAYARAMAN,SUMATERA SELATAN
10869,37943,228.74,EMPAT LAWANG,MUARA PINANG,SUMATERA SELATAN
14488,51444,211.61,EMPAT LAWANG,PENDOPO,SUMATERA SELATAN
8081,27375,65.01,EMPAT LAWANG,ULU MUSI,SUMATERA SELATAN
19616,66933,120.81,EMPAT LAWANG,TEBING TINGGI,SUMATERA SELATAN
10467,36181,124.53,EMPAT LAWANG,LINTANG KANAN,SUMATERA SELATAN
4910,17189,137.3,EMPAT LAWANG,TALANG PADANG,SUMATERA SELATAN
8452,28708,136.97,EMPAT LAWANG,PASEMAH AIR KERUH,SUMATERA SELATAN
7090,23268,156.97,EMPAT LAWANG,SIKAP DALAM,SUMATERA SELATAN
5941,19828,112.86,EMPAT LAWANG,SALING,SUMATERA SELATAN
5201,18184,274.39,EMPAT LAWANG,PENDOPO BARAT,SUMATERA SELATAN
21431,74477,102.23,PENUKAL ABAB LEMATANG ILIR,TALANG UBI,SUMATERA SELATAN
5161,19102,57.01,PENUKAL ABAB LEMATANG ILIR,PENUKAL UTARA,SUMATERA SELATAN
7229,26222,73.89,PENUKAL ABAB LEMATANG ILIR,PENUKAL,SUMATERA SELATAN
6784,22718,86.49,PENUKAL ABAB LEMATANG ILIR,ABAB,SUMATERA SELATAN
7808,27978,134.95,PENUKAL ABAB LEMATANG ILIR,TANAH ABANG,SUMATERA SELATAN
9844,33539,87.87,MUSI RAWAS UTARA,RUPIT,SUMATERA SELATAN
10837,34223,69.23,MUSI RAWAS UTARA,RAWAS ULU,SUMATERA SELATAN
8064,26658,44.17,MUSI RAWAS UTARA,NIBUNG,SUMATERA SELATAN
8904,30289,29.94,MUSI RAWAS UTARA,RAWAS ILIR,SUMATERA SELATAN
6348,21655,41.65,MUSI RAWAS UTARA,KARANG DAPO,SUMATERA SELATAN
9078,30758,21.88,MUSI RAWAS UTARA,KARANG JAYA,SUMATERA SELATAN
3377,11558,7.93,MUSI RAWAS UTARA,ULU RAWAS,SUMATERA SELATAN
19083,65962,1.76,KOTA PALEMBANG,ILIR BARAT II,SUMATERA SELATAN
25978,88657,6089.08,KOTA PALEMBANG,SEBERANG ULU I,SUMATERA SELATAN
28367,95867,1.01,KOTA PALEMBANG,SEBERANG ULU II,SUMATERA SELATAN
38885,136693,2494.4,KOTA PALEMBANG,ILIR BARAT I,SUMATERA SELATAN
21149,69262,1.51,KOTA PALEMBANG,ILIR TIMUR I,SUMATERA SELATAN
25402,86364,5032.87,KOTA PALEMBANG,ILIR TIMUR II,SUMATERA SELATAN
45415,158708,3173.53,KOTA PALEMBANG,SUKARAMI,SUMATERA SELATAN
25091,88113,6721.05,KOTA PALEMBANG,SAKO,SUMATERA SELATAN
23938,82331,1.26,KOTA PALEMBANG,KEMUNING,SUMATERA SELATAN
33043,112548,3735.41,KOTA PALEMBANG,KALIDONI,SUMATERA SELATAN
12146,40588,1.68,KOTA PALEMBANG,BUKIT KECIL,SUMATERA SELATAN
18765,63835,1256.84,KOTA PALEMBANG,GANDUS,SUMATERA SELATAN
26451,86255,1833.65,KOTA PALEMBANG,KERTAPATI,SUMATERA SELATAN
26834,89164,5789.87,KOTA PALEMBANG,PLAJU,SUMATERA SELATAN
25946,93527,3467.82,KOTA PALEMBANG,ALANG-ALANG LEBAR,SUMATERA SELATAN
14780,52905,4060.25,KOTA PALEMBANG,SEMATANG BORANG,SUMATERA SELATAN
24170,83232,58.12,KOTA PALEMBANG,JAKABARING,SUMATERA SELATAN
22117,75286,52.54,KOTA PALEMBANG,ILIR TIMUR TIGA,SUMATERA SELATAN
11572,40880,897.48,KOTA PAGAR ALAM,PAGAR ALAM UTARA,SUMATERA SELATAN
13995,49728,1078.93,KOTA PAGAR ALAM,PAGAR ALAM SELATAN,SUMATERA SELATAN
6580,22457,220.6,KOTA PAGAR ALAM,DEMPO UTARA,SUMATERA SELATAN
3611,12572,59.02,KOTA PAGAR ALAM,DEMPO SELATAN,SUMATERA SELATAN
4055,14230,75.95,KOTA PAGAR ALAM,DEMPO TENGAH,SUMATERA SELATAN
8732,31159,2259.54,KOTA LUBUKLINGGAU,LUBUK LINGGAU TIMUR I,SUMATERA SELATAN
10032,34068,621.11,KOTA LUBUKLINGGAU,LUBUK LINGGAU BARAT I,SUMATERA SELATAN
4462,15052,187.4,KOTA LUBUKLINGGAU,LUBUK LINGGAU SELATAN I,SUMATERA SELATAN
5117,16376,125.39,KOTA LUBUKLINGGAU,LUBUK LINGGAU UTARA I,SUMATERA SELATAN
9300,32172,3117.44,KOTA LUBUKLINGGAU,LUBUK LINGGAU TIMUR II,SUMATERA SELATAN
6147,21271,2787.81,KOTA LUBUKLINGGAU,LUBUK LINGGAU BARAT II,SUMATERA SELATAN
8601,30146,824.34,KOTA LUBUKLINGGAU,LUBUK LINGGAU SELATAN II,SUMATERA SELATAN
10249,36875,1190.67,KOTA LUBUKLINGGAU,LUBUK LINGGAU UTARA II,SUMATERA SELATAN
8942,29972,295.9,KOTA PRABUMULIH,PRABUMULIH BARAT,SUMATERA SELATAN
20306,71241,1079.74,KOTA PRABUMULIH,PRABUMULIH TIMUR,SUMATERA SELATAN
5737,18053,328.18,KOTA PRABUMULIH,CAMBAI,SUMATERA SELATAN
3993,13709,116.46,KOTA PRABUMULIH,RAMBANG KPK TENGAH,SUMATERA SELATAN
11511,36415,2413.19,KOTA PRABUMULIH,PRABUMULIH UTARA,SUMATERA SELATAN
6429,21523,405.79,KOTA PRABUMULIH,PRABUMULIH SELATAN,SUMATERA SELATAN
3389,12017,54.03,BENGKULU SELATAN,KEDURANG,BENGKULU
4838,16934,310.26,BENGKULU SELATAN,SEGINIM,BENGKULU
3740,12866,181.42,BENGKULU SELATAN,PINO,BENGKULU
4262,15491,407.12,BENGKULU SELATAN,MANNA,BENGKULU
8487,31116,1005.36,BENGKULU SELATAN,KOTA MANNA,BENGKULU
6177,21424,77.97,BENGKULU SELATAN,PINO RAYA,BENGKULU
2382,8453,169.84,BENGKULU SELATAN,KEDURANG ILIR,BENGKULU
3474,12097,58.22,BENGKULU SELATAN,AIR NIPIS,BENGKULU
2337,7998,33.78,BENGKULU SELATAN,ULU MANNA,BENGKULU
1902,6862,166.84,BENGKULU SELATAN,BUNGA MAS,BENGKULU
5174,18979,2786.93,BENGKULU SELATAN,PASAR MANNA,BENGKULU
3380,11911,70.33,REJANG LEBONG,KOTA PADANG,BENGKULU
5551,18978,79.17,REJANG LEBONG,PADANG ULAK TANDING,BENGKULU
3824,12580,119.55,REJANG LEBONG,SINDANG KELINGI,BENGKULU
8735,29472,6324.46,REJANG LEBONG,CURUP,BENGKULU
4008,13556,116.15,REJANG LEBONG,BERMANI ULU,BENGKULU
10169,34523,190.0,REJANG LEBONG,SELUPU REJANG,BENGKULU
5271,17721,430.23,REJANG LEBONG,CURUP UTARA,BENGKULU
6952,23834,2287.33,REJANG LEBONG,CURUP TIMUR,BENGKULU
6643,22689,681.15,REJANG LEBONG,CURUP SELATAN,BENGKULU
10794,37543,3084.88,REJANG LEBONG,CURUP TENGAH,BENGKULU
2959,9278,148.38,REJANG LEBONG,BINDURIANG,BENGKULU
3786,12101,99.77,REJANG LEBONG,SINDANG BELITI ULU,BENGKULU
3089,10467,200.86,REJANG LEBONG,SINDANG DATARAN,BENGKULU
2856,9489,52.42,REJANG LEBONG,SINDANG BELITI ILIR,BENGKULU
3340,11498,61.91,REJANG LEBONG,BERMANI ULU RAYA,BENGKULU
1266,4044,20.37,BENGKULU UTARA,ENGGANO,BENGKULU
3606,11508,103.7,BENGKULU UTARA,KERKAP,BENGKULU
11531,40280,377.26,BENGKULU UTARA,KOTA ARGA MAKMUR,BENGKULU
4431,13757,92.27,BENGKULU UTARA,GIRI MULYA,BENGKULU
9565,29479,100.01,BENGKULU UTARA,PADANG JAYA,BENGKULU
3791,12293,95.16,BENGKULU UTARA,LAIS,BENGKULU
3934,12473,54.47,BENGKULU UTARA,BATIK NAU,BENGKULU
6698,21608,79.32,BENGKULU UTARA,KETAHUN,BENGKULU
2696,8100,16.94,BENGKULU UTARA,NAPAL PUTIH,BENGKULU
6616,21521,105.68,BENGKULU UTARA,PUTRI HIJAU,BENGKULU
2888,8934,106.96,BENGKULU UTARA,AIR BESI,BENGKULU
2751,9300,111.18,BENGKULU UTARA,AIR NAPAL,BENGKULU
3665,11518,68.78,BENGKULU UTARA,HULU PALIK,BENGKULU
2162,6515,64.86,BENGKULU UTARA,AIR PADANG,BENGKULU
3646,11819,92.76,BENGKULU UTARA,ARMA JAYA,BENGKULU
2477,7664,167.59,BENGKULU UTARA,TANJUNG AGUNG PALIK,BENGKULU
4018,13067,29.61,BENGKULU UTARA,ULOK KUPAI,BENGKULU
6659,20634,88.42,BENGKULU UTARA,PINANG RAYA,BENGKULU
4522,14709,109.61,BENGKULU UTARA,MARGA SAKTI SEBELAT,BENGKULU
1382,4864,25.44,KAUR,KINAL,BENGKULU
3828,13271,174.5,KAUR,TANJUNG KEMUNING,BENGKULU
2142,7495,133.27,KAUR,KAUR UTARA,BENGKULU
1481,5144,196.34,KAUR,KAUR TENGAH,BENGKULU
4472,16137,164.16,KAUR,KAUR SELATAN,BENGKULU
3989,14178,28.57,KAUR,MAJE,BENGKULU
4533,16253,32.49,KAUR,NASAL,BENGKULU
1747,6267,153.45,KAUR,SEMIDANG GUMAY,BENGKULU
1944,6791,194.14,KAUR,KELAM TENGAH,BENGKULU
1638,5617,41.7,KAUR,LUAS,BENGKULU
2267,8008,26.34,KAUR,MUARA SAHUNG,BENGKULU
1883,6916,79.17,KAUR,TETAP,BENGKULU
985,3443,119.97,KAUR,LUNGKANG KULE,BENGKULU
1142,4076,31.33,KAUR,PADANG GUCI HILIR,BENGKULU
2110,7308,20.17,KAUR,PADANG GUCI HULU,BENGKULU
9249,30560,126.3,SELUMA,SUKARAJA,BENGKULU
2893,9574,429.52,SELUMA,SELUMA,BENGKULU
3724,11885,109.08,SELUMA,TALO,BENGKULU
4689,15780,31.86,SELUMA,SEMIDANG ALAS,BENGKULU
7635,25461,231.15,SELUMA,SEMIDANG ALAS MARAS,BENGKULU
7185,24269,152.3,SELUMA,AIR PERIUKAN,BENGKULU
3562,12157,64.61,SELUMA,LUBUK SANDI,BENGKULU
2889,9825,95.78,SELUMA,SELUMA BARAT,BENGKULU
3253,10787,155.19,SELUMA,SELUMA TIMUR,BENGKULU
2825,9268,21.5,SELUMA,SELUMA UTARA,BENGKULU
4159,13440,218.32,SELUMA,SELUMA SELATAN,BENGKULU
3441,11289,108.2,SELUMA,TALO KECIL,BENGKULU
1950,6258,22.47,SELUMA,ULU TALO,BENGKULU
5140,17034,183.5,SELUMA,ILIR TALO,BENGKULU
3820,13652,191.45,MUKOMUKO,LUBUK PINANG,BENGKULU
4671,17127,120.49,MUKOMUKO,KOTA MUKOMUKO,BENGKULU
2136,7497,84.91,MUKOMUKO,TERAS TERUNJAM,BENGKULU
3395,12182,21.6,MUKOMUKO,PONDOK SUGUH,BENGKULU
4716,16744,144.92,MUKOMUKO,IPUH,BENGKULU
1811,6368,7.82,MUKOMUKO,MALIN DEMAN,BENGKULU
3573,12197,54.02,MUKOMUKO,AIR RAMI,BENGKULU
3121,11134,33.8,MUKOMUKO,TERAMANG JAYA,BENGKULU
2564,9573,24.48,MUKOMUKO,SELAGAN RAYA,BENGKULU
6625,22444,63.14,MUKOMUKO,PENARIK,BENGKULU
3640,12848,178.37,MUKOMUKO,XIV KOTO,BENGKULU
1957,7148,17.74,MUKOMUKO,V KOTO,BENGKULU
3138,10776,184.93,MUKOMUKO,AIR MAJUNTO,BENGKULU
1790,6707,78.94,MUKOMUKO,AIR DIKIT,BENGKULU
2499,8345,18.58,MUKOMUKO,SUNGAI RUMBAI,BENGKULU
5182,16875,761.51,LEBONG,LEBONG UTARA,BENGKULU
2427,7616,389.37,LEBONG,LEBONG ATAS,BENGKULU
3320,10687,106.9,LEBONG,LEBONG TENGAH,BENGKULU
4585,14670,79.69,LEBONG,LEBONG SELATAN,BENGKULU
1745,5721,39.3,LEBONG,RIMBO PENGADANG,BENGKULU
2255,6927,18.5,LEBONG,TOPOS,BENGKULU
4033,12326,372.61,LEBONG,BINGIN KUNING,BENGKULU
3506,10537,195.13,LEBONG,LEBONG SAKTI,BENGKULU
2355,7624,157.98,LEBONG,PELABAI,BENGKULU
2915,8926,603.52,LEBONG,AMEN,BENGKULU
2047,5968,75.65,LEBONG,URAM JAYA,BENGKULU
1825,5800,9.74,LEBONG,PINANG BELAPIS,BENGKULU
4507,14320,152.42,KEPAHIANG,BERMANI ILIR,BENGKULU
6439,20865,205.18,KEPAHIANG,UJAN MAS,BENGKULU
4639,14719,230.81,KEPAHIANG,TEBAT KARAI,BENGKULU
15284,49948,781.29,KEPAHIANG,KEPAHIANG,BENGKULU
3697,11606,914.58,KEPAHIANG,MERIGI,BENGKULU
4055,12231,126.14,KEPAHIANG,KEBAWETAN,BENGKULU
2404,7535,67.78,KEPAHIANG,SEBERANG MUSI,BENGKULU
5507,16453,100.09,KEPAHIANG,MUARA KEMUMU,BENGKULU
3711,12908,65.66,BENGKULU TENGAH,KARANG TINGGI,BENGKULU
4070,14235,199.93,BENGKULU TENGAH,TALANG EMPAT,BENGKULU
8132,27745,241.6,BENGKULU TENGAH,PONDOK KELAPA,BENGKULU
2024,7032,99.93,BENGKULU TENGAH,PEMATANG TIGA,BENGKULU
1973,6971,108.45,BENGKULU TENGAH,PAGAR JATI,BENGKULU
3390,11859,109.44,BENGKULU TENGAH,TABA PENANJUNG,BENGKULU
2084,6914,63.15,BENGKULU TENGAH,MERIGI KELINDANG,BENGKULU
1830,6197,91.92,BENGKULU TENGAH,MERIGI SAKTI,BENGKULU
2470,8646,105.83,BENGKULU TENGAH,PONDOK KUBANG,BENGKULU
1854,6382,90.26,BENGKULU TENGAH,BANG HAJI,BENGKULU
16648,66349,1288.83,KOTA BENGKULU,SELEBAR,BENGKULU
10580,40406,3862.91,KOTA BENGKULU,GADING CEMPAKA,BENGKULU
7088,24301,9204.92,KOTA BENGKULU,TELUK SEGARA,BENGKULU
12121,45109,1065.9,KOTA BENGKULU,MUARA BANGKA HULU,BENGKULU
10722,39763,913.88,KOTA BENGKULU,KAMPUNG MELAYU,BENGKULU
14946,54232,6654.23,KOTA BENGKULU,RATU AGUNG,BENGKULU
6909,24508,7931.39,KOTA BENGKULU,RATU SAMBAN,BENGKULU
6858,25069,1358.75,KOTA BENGKULU,SUNGAI SERUT,BENGKULU
12166,44867,6079.54,KOTA BENGKULU,SINGARAN PATI,BENGKULU
56868,190157,754.26,LAMPUNG SELATAN,NATAR,LAMPUNG
24334,78825,449.5,LAMPUNG SELATAN,TANJUNG BINTANG,LAMPUNG
33379,114880,761.1,LAMPUNG SELATAN,KALIANDA,LAMPUNG
28751,89559,710.28,LAMPUNG SELATAN,SIDOMULYO,LAMPUNG
29674,102700,735.2,LAMPUNG SELATAN,KATIBUNG,LAMPUNG
14282,48122,370.31,LAMPUNG SELATAN,PENENGAHAN,LAMPUNG
22868,74015,712.3,LAMPUNG SELATAN,PALAS,LAMPUNG
47394,160265,660.53,LAMPUNG SELATAN,JATI AGUNG,LAMPUNG
22170,74759,583.19,LAMPUNG SELATAN,KETAPANG,LAMPUNG
12597,41539,424.6,LAMPUNG SELATAN,SRAGI,LAMPUNG
9208,32443,402.07,LAMPUNG SELATAN,RAJA BASA,LAMPUNG
21550,72060,665.07,LAMPUNG SELATAN,CANDIPURO,LAMPUNG
21663,74706,567.55,LAMPUNG SELATAN,MERBAU MATARAM,LAMPUNG
8372,29330,432.53,LAMPUNG SELATAN,BAKAUHENI,LAMPUNG
11247,35104,375.93,LAMPUNG SELATAN,TANJUNG SARI,LAMPUNG
7887,27343,612.25,LAMPUNG SELATAN,WAY SULAN,LAMPUNG
7760,23455,356.08,LAMPUNG SELATAN,WAY PANJI,LAMPUNG
20775,70091,672.59,LAMPUNG TENGAH,KALIREJO,LAMPUNG
20129,65052,533.48,LAMPUNG TENGAH,BANGUN REJO,LAMPUNG
18931,59341,335.22,LAMPUNG TENGAH,PADANG RATU,LAMPUNG
23514,75169,451.71,LAMPUNG TENGAH,GUNUNG SUGIH,LAMPUNG
18809,56223,904.2,LAMPUNG TENGAH,TRIMURJO,LAMPUNG
12260,39393,644.94,LAMPUNG TENGAH,PUNGGUR,LAMPUNG
39876,127270,621.92,LAMPUNG TENGAH,TERBANGGI BESAR,LAMPUNG
16012,50770,359.97,LAMPUNG TENGAH,SEPUTIH RAMAN,LAMPUNG
12954,40266,355.74,LAMPUNG TENGAH,RUMBIA,LAMPUNG
17159,55025,431.87,LAMPUNG TENGAH,SEPUTIH BANYAK,LAMPUNG
18255,57261,484.4,LAMPUNG TENGAH,SEPUTIH MATARAM,LAMPUNG
19360,57197,407.18,LAMPUNG TENGAH,SEPUTIH SURABAYA,LAMPUNG
23308,66560,223.21,LAMPUNG TENGAH,TERUSAN NUNYAI,LAMPUNG
11602,36522,563.18,LAMPUNG TENGAH,BUMI RATU NUBAN,LAMPUNG
10710,33043,335.63,LAMPUNG TENGAH,BEKRI,LAMPUNG
20222,59739,569.0,LAMPUNG TENGAH,SEPUTIH AGUNG,LAMPUNG
15176,48029,227.21,LAMPUNG TENGAH,WAY PANGUBUAN,LAMPUNG
28621,87382,84.79,LAMPUNG TENGAH,BANDAR MATARAM,LAMPUNG
18176,57259,302.16,LAMPUNG TENGAH,PUBIAN,LAMPUNG
12675,41715,130.34,LAMPUNG TENGAH,SELAGAI LINGGA,LAMPUNG
16200,50960,327.84,LAMPUNG TENGAH,ANAK TUHA,LAMPUNG
14252,47160,485.94,LAMPUNG TENGAH,SENDANG AGUNG,LAMPUNG
12686,38932,672.52,LAMPUNG TENGAH,KOTA GAJAH,LAMPUNG
13734,40665,383.56,LAMPUNG TENGAH,BUMI NABUNG,LAMPUNG
7166,21238,340.41,LAMPUNG TENGAH,WAY SEPUTIH,LAMPUNG
13382,42308,310.31,LAMPUNG TENGAH,BANDAR SURABAYA,LAMPUNG
7474,21169,287.78,LAMPUNG TENGAH,ANAK RATU AJI,LAMPUNG
7333,23136,235.67,LAMPUNG TENGAH,PUTRA RUMBIA,LAMPUNG
12748,45061,255.97,LAMPUNG UTARA,BUKIT KEMUNING,LAMPUNG
16391,60118,712.13,LAMPUNG UTARA,KOTABUMI,LAMPUNG
7004,24675,217.29,LAMPUNG UTARA,SUNGKAI SELATAN,LAMPUNG
9984,34427,161.08,LAMPUNG UTARA,TANJUNG RAJA,LAMPUNG
11392,38984,276.52,LAMPUNG UTARA,ABUNG TIMUR,LAMPUNG
5637,21263,255.41,LAMPUNG UTARA,ABUNG BARAT,LAMPUNG
15542,53631,454.46,LAMPUNG UTARA,ABUNG SELATAN,LAMPUNG
10837,38155,277.09,LAMPUNG UTARA,SUNGKAI UTARA,LAMPUNG
13928,43405,241.26,LAMPUNG UTARA,KOTABUMI UTARA,LAMPUNG
36789,118288,1324.17,LAMPUNG UTARA,KOTABUMI SELATAN,LAMPUNG
9311,28144,379.81,LAMPUNG UTARA,ABUNG TENGAH,LAMPUNG
9344,30466,471.39,LAMPUNG UTARA,ABUNG TINGGI,LAMPUNG
14989,43886,421.53,LAMPUNG UTARA,ABUNG SEMULI,LAMPUNG
15336,45337,453.64,LAMPUNG UTARA,ABUNG SURAKARTA,LAMPUNG
7631,24235,188.15,LAMPUNG UTARA,MUARA SUNGKAI,LAMPUNG
18941,59253,477.35,LAMPUNG UTARA,BUNGA MAYANG,LAMPUNG
7424,24735,275.23,LAMPUNG UTARA,HULU SUNGKAI,LAMPUNG
9567,31279,380.94,LAMPUNG UTARA,SUNGKAI TENGAH,LAMPUNG
7958,25611,139.91,LAMPUNG UTARA,ABUNG PEKURUN,LAMPUNG
6003,20866,400.04,LAMPUNG UTARA,SUNGKAI JAYA,LAMPUNG
6925,23465,319.64,LAMPUNG UTARA,SUNGKAI BARAT,LAMPUNG
5395,17482,273.46,LAMPUNG UTARA,ABUNG KUNANG,LAMPUNG
10699,32825,347.98,LAMPUNG UTARA,BLAMBANGAN PAGAR,LAMPUNG
10537,39449,212.87,LAMPUNG BARAT,BALIK BUKIT,LAMPUNG
6853,23842,232.97,LAMPUNG BARAT,SUMBER JAYA,LAMPUNG
3290,12022,82.12,LAMPUNG BARAT,BELALAU,LAMPUNG
9242,32891,258.46,LAMPUNG BARAT,WAY TENONG,LAMPUNG
5425,18554,63.5,LAMPUNG BARAT,SEKINCAU,LAMPUNG
5270,17916,136.48,LAMPUNG BARAT,SUOH,LAMPUNG
4131,15151,54.72,LAMPUNG BARAT,BATU BRAK,LAMPUNG
6890,25045,175.16,LAMPUNG BARAT,SUKAU,LAMPUNG
4999,16817,186.09,LAMPUNG BARAT,GEDUNG SURIAN,LAMPUNG
5975,20405,347.85,LAMPUNG BARAT,KEBUN TEBU,LAMPUNG
3721,12060,146.64,LAMPUNG BARAT,AIR HITAM,LAMPUNG
6020,19085,1670.0,LAMPUNG BARAT,PAGAR DEWA,LAMPUNG
4253,14166,72.96,LAMPUNG BARAT,BATU KETULIS,LAMPUNG
2526,8523,91.34,LAMPUNG BARAT,LUMBOK SEMINUNG,LAMPUNG
